27,46,56,59,73,81,70,62,56,53,59,44,37,32,23,29,22,19,15,10,7,3,3,1,4,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,
27,46,56,59,73,81,70,62,56,53,59,44,37,32,23,29,22,19,15,10,7,3,3,1,4,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,
26,47,55,59,70,81,66,59,57,53,58,48,36,33,26,29,22,18,14,9,7,3,7,0,2,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,
24,40,53,60,67,80,66,59,60,54,53,53,38,35,24,33,21,15,16,6,6,3,7,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,
24,36,54,59,64,78,66,57,62,55,50,48,40,38,22,34,20,15,16,7,4,4,6,0,3,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,
21,36,51,55,61,81,62,58,65,58,52,44,38,40,18,30,23,13,12,6,5,5,6,1,3,1,0,2,1,0,2,3,1,0,1,1,0,0,1,1,
19,29,50,53,63,80,62,57,66,52,51,46,41,39,20,30,24,9,10,8,5,6,7,1,3,0,1,2,1,0,2,3,1,0,2,1,0,2,1,2,
18,26,50,54,63,73,66,52,60,50,51,42,46,39,22,27,25,11,10,7,5,11,5,1,4,2,1,2,2,0,3,2,0,1,3,2,0,1,2,1,
18,27,45,55,61,65,64,54,59,52,49,44,43,40,22,25,20,12,13,6,7,9,9,0,2,1,1,3,1,0,5,3,0,1,2,0,1,2,2,4,
17,24,39,58,61,61,63,57,57,52,47,40,45,38,25,21,20,10,10,7,7,5,11,3,2,4,1,3,0,0,6,4,0,0,2,2,1,2,3,1,
17,21,39,54,54,64,61,58,57,46,47,42,44,35,25,22,18,10,7,7,12,6,10,3,2,4,3,4,1,1,5,2,5,1,3,2,2,1,5,0,
16,22,39,47,46,64,59,54,61,49,45,44,43,32,21,18,21,11,10,6,11,4,7,5,5,4,5,6,1,6,5,4,3,1,3,4,1,2,4,2,
13,20,39,41,49,63,61,46,64,48,42,43,36,33,20,21,19,16,7,5,13,5,7,6,5,4,8,4,5,6,3,4,4,2,4,3,2,3,5,2,
12,21,40,40,48,60,54,45,58,41,39,39,41,28,19,19,23,15,6,6,14,5,7,10,7,3,8,6,7,8,1,5,5,4,4,3,2,7,5,4,
12,20,38,38,42,57,55,44,58,39,35,36,43,27,21,19,20,15,9,8,16,8,10,13,6,4,8,6,7,6,3,5,3,7,2,4,2,7,5,5,
10,19,39,32,41,46,50,45,54,35,40,34,39,31,19,21,18,17,11,13,15,8,9,10,6,6,12,9,6,4,4,9,2,6,7,5,1,6,7,5,
11,18,36,26,41,46,50,44,48,37,36,39,37,29,16,19,26,20,11,9,13,12,11,13,9,6,14,7,8,4,4,6,4,4,6,4,2,5,11,2,
8,17,30,26,42,43,43,46,44,36,33,38,34,30,16,21,20,22,12,10,16,12,14,13,7,5,14,8,6,5,5,6,5,6,5,5,3,7,11,6,
8,16,28,25,37,36,48,45,40,34,37,32,30,26,15,21,20,25,14,12,15,9,9,15,13,12,14,9,8,4,6,7,7,4,5,9,6,10,7,5,
6,17,26,23,38,42,44,41,41,30,31,37,27,28,13,20,20,24,18,12,13,11,10,15,16,15,13,10,6,4,8,5,7,5,2,7,6,8,3,4,
6,17,24,23,37,37,40,38,40,29,35,36,26,27,11,21,23,19,16,10,9,15,12,10,18,19,8,10,9,3,8,6,6,6,3,10,7,7,6,10,
7,15,25,21,39,36,38,32,36,28,29,36,28,26,12,22,23,11,12,9,12,18,13,11,14,14,13,10,10,7,8,6,9,7,9,10,8,9,5,6,
7,15,19,19,33,36,38,31,41,22,28,36,27,28,11,18,22,12,12,13,13,17,14,12,19,13,14,9,11,9,11,8,7,7,10,11,11,9,6,8,
8,15,20,18,30,31,34,23,42,22,30,33,29,22,12,20,19,12,15,10,11,14,13,12,19,17,17,11,12,12,12,13,6,8,12,11,9,6,8,13,
6,15,20,15,28,28,26,21,36,23,22,31,33,26,18,20,25,10,12,13,14,19,12,10,17,17,19,13,13,15,12,11,11,9,14,12,9,9,12,9,
7,11,22,17,27,19,21,24,36,26,22,34,32,24,12,20,27,10,13,12,16,15,14,15,15,18,17,9,14,13,15,9,12,13,9,15,10,10,14,7,
5,8,24,18,26,17,18,21,39,25,21,32,31,25,12,13,22,14,14,12,21,12,13,14,14,18,16,12,16,15,16,8,11,9,12,12,13,11,10,6,
6,9,21,17,24,24,13,14,37,21,17,23,33,24,15,17,21,15,14,13,18,13,20,14,21,13,19,14,11,13,9,11,19,12,13,13,14,8,11,6,
5,9,19,15,21,20,12,17,31,20,14,24,34,25,15,17,18,15,13,15,18,14,15,13,25,13,15,16,10,15,14,7,14,13,19,17,14,9,12,10,
5,8,20,13,19,17,11,17,25,19,20,24,26,25,14,21,20,14,12,15,18,16,20,17,19,14,21,9,15,14,14,10,13,12,18,13,14,7,15,5,
5,8,15,10,16,16,11,15,27,17,17,25,28,21,13,18,21,11,13,19,19,15,20,17,21,15,18,11,14,13,15,9,16,12,16,17,16,10,13,10,
5,3,13,10,13,16,11,13,24,16,14,28,24,24,10,27,20,12,17,17,19,16,19,11,20,21,19,10,15,13,15,16,21,16,12,16,11,9,11,11,
4,4,14,6,13,13,11,13,24,15,15,29,25,18,8,30,21,16,9,14,18,9,20,12,16,26,26,13,11,12,16,14,22,15,16,23,13,12,13,13,
4,4,10,6,16,10,13,12,21,11,21,25,27,19,9,25,18,16,14,16,19,9,21,14,17,21,25,12,14,12,18,13,23,12,12,21,16,12,16,10,
2,3,10,6,16,9,13,9,17,13,20,26,19,22,10,22,17,19,14,16,17,13,16,16,20,19,26,9,19,14,16,18,18,16,13,20,21,13,15,14,
2,4,12,8,15,11,12,9,14,14,17,29,18,18,15,23,18,16,19,13,19,14,12,18,16,19,28,13,19,15,14,14,19,14,16,22,19,13,11,12,
3,3,7,10,15,11,11,9,16,15,13,27,19,20,14,22,18,13,17,19,19,11,11,21,15,17,26,14,18,18,13,13,21,18,18,18,16,14,9,15,
1,2,6,8,13,10,8,10,10,13,13,27,16,22,17,22,16,20,15,16,18,15,10,22,19,17,25,21,17,16,15,12,19,13,15,24,16,17,13,12,
1,1,6,7,8,10,8,12,10,16,15,23,15,20,17,21,20,15,16,16,20,16,9,18,15,17,22,24,21,14,19,14,18,15,22,17,21,13,14,12,
1,0,5,3,7,10,8,14,9,18,16,23,14,20,13,22,17,16,16,17,17,15,10,21,21,15,23,20,24,14,16,18,17,16,22,17,18,19,12,13,
1,0,5,4,8,9,7,11,8,15,15,21,17,16,14,23,18,16,17,16,18,18,7,19,21,14,24,22,21,16,12,17,20,18,27,15,15,16,16,11,
1,0,6,3,8,7,6,12,11,20,12,20,20,15,15,23,16,13,18,16,17,17,5,23,22,16,23,22,19,22,16,17,16,18,26,9,11,12,18,12,
2,1,5,3,9,8,12,13,12,13,13,17,21,17,14,23,18,13,17,15,18,17,6,18,19,17,21,20,16,24,17,17,17,21,30,4,12,12,16,11,
1,1,5,2,10,9,11,9,10,13,15,18,19,13,17,17,15,14,19,19,19,20,9,19,18,18,22,20,16,21,17,14,16,23,21,8,16,15,12,11,
1,1,6,3,10,8,9,5,6,9,12,20,18,14,16,17,20,18,17,21,17,22,12,17,19,17,26,18,11,21,16,17,14,22,24,11,12,17,14,12,
1,1,4,4,13,10,8,5,5,10,11,20,17,14,17,19,18,17,18,16,13,28,13,18,17,17,23,18,13,18,19,13,18,25,23,9,9,18,15,10,
1,2,5,5,13,11,9,5,4,10,14,17,15,17,14,19,14,15,15,19,13,25,12,18,17,19,25,21,12,21,17,13,15,23,24,12,16,19,14,10,
1,0,5,5,12,12,8,8,2,9,17,20,15,18,13,16,16,14,16,18,10,25,13,20,19,20,28,18,12,23,16,14,17,22,21,13,22,18,11,9,
1,0,4,6,10,10,8,7,4,11,16,22,12,16,13,15,14,15,18,21,11,24,13,15,17,26,20,18,17,26,20,13,16,20,22,15,17,14,14,7,
1,1,5,5,10,12,7,7,3,10,16,21,10,19,13,13,18,15,18,20,14,24,12,17,17,26,21,16,13,25,22,13,11,19,24,14,20,15,15,8,
1,2,6,5,7,12,5,8,3,10,16,17,11,17,13,15,18,14,17,23,14,24,15,16,19,23,23,19,13,18,21,10,15,19,23,14,17,16,14,13,
1,2,4,6,7,10,6,10,4,10,19,17,14,14,13,16,20,15,16,20,13,22,17,17,12,21,22,20,10,22,21,11,17,16,23,20,17,15,12,12,
1,2,4,6,6,11,5,9,3,10,20,18,10,13,15,17,18,16,19,18,8,24,17,18,10,23,26,19,11,19,23,13,21,18,22,22,16,12,11,11,
1,2,5,6,6,10,6,11,3,12,16,18,13,9,17,18,17,15,19,16,11,21,14,17,11,24,31,19,9,16,23,16,19,16,22,19,17,16,12,8,
1,2,4,4,6,10,7,11,6,12,14,22,13,9,14,17,16,15,16,15,13,21,14,16,12,25,33,19,11,19,21,16,15,20,22,17,15,16,12,9,
1,2,4,4,6,11,7,11,7,10,11,22,13,10,14,14,17,13,19,16,13,20,16,13,16,25,37,19,11,22,17,16,14,19,21,14,16,17,10,9,
1,2,4,3,7,9,7,11,10,10,8,23,13,13,16,16,14,19,21,13,13,19,15,15,18,20,32,17,12,25,16,15,13,20,20,11,14,18,12,8,
1,2,4,3,7,9,9,11,10,11,8,23,13,13,14,16,13,19,18,12,13,18,16,16,20,15,30,17,15,24,15,18,15,18,20,13,14,18,12,12,
1,2,3,4,7,9,11,9,10,9,8,21,13,15,16,16,13,20,18,12,14,18,19,16,18,17,29,20,12,23,15,18,16,19,16,14,13,16,10,12,
1,2,3,3,9,10,10,9,12,9,9,20,12,13,19,18,12,21,17,14,15,15,16,13,19,19,27,23,9,25,15,14,14,19,15,15,15,18,11,12,
1,1,3,4,10,10,10,10,14,7,8,18,8,15,18,19,13,17,18,16,14,16,16,13,21,18,29,21,11,21,18,16,16,17,17,15,14,17,8,15,
